cidade,latitude,longitude,endereco
Rio de Janeiro,-22.9110137,-43.2093727,"Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, RJ, Região Sudeste, Brasil"
